Temp,Humidity,Lower Light State,Middle Light State,Exhaust Fan State,Breeze Fan State,Heater State,Datetime
75.56,28.4,1,1,0,0,0,13:10:00 12/24/20 MST
ERR,ERR,1,1,0,0,0,13:20:00 12/24/20 MST
76.46,19.0,1,1,0,0,0,13:30:00 12/24/20 MST
76.28,25.7,1,1,0,0,0,13:40:00 12/24/20 MST
75.56,28.0,1,1,0,0,0,13:50:00 12/24/20 MST
67.46,23.9,0,0,0,1,1,15:10:00 12/24/20 MST
69.26,20.9,0,0,0,1,1,15:20:00 12/24/20 MST
70.88,20.9,0,0,0,1,1,15:30:00 12/24/20 MST
73.4,19.3,0,0,0,1,1,15:40:00 12/24/20 MST
71.24,20.1,0,0,0,1,1,15:50:00 12/24/20 MST
74.3,20.2,0,0,0,1,1,16:00:00 12/24/20 MST
71.24,23.1,0,0,0,1,1,16:10:00 12/24/20 MST
71.42,19.4,0,0,0,1,1,16:20:00 12/24/20 MST
73.04,19.9,0,0,0,1,1,16:30:00 12/24/20 MST
71.24,22.8,0,0,0,1,1,16:40:00 12/24/20 MST
71.96,19.9,0,0,0,1,1,16:50:00 12/24/20 MST
72.68,20.5,0,0,0,1,1,17:00:00 12/24/20 MST
71.06,23.4,0,0,0,1,1,17:10:00 12/24/20 MST
71.96,20.1,0,0,0,1,1,17:20:00 12/24/20 MST
73.22,20.4,0,0,0,1,1,17:30:00 12/24/20 MST
71.06,23.5,0,0,0,1,1,17:40:00 12/24/20 MST
71.42,20.2,0,0,0,1,1,17:50:00 12/24/20 MST
74.12,20.1,0,0,0,1,1,18:00:00 12/24/20 MST
71.96,22.9,0,0,0,1,1,18:10:00 12/24/20 MST
72.68,19.9,0,0,0,1,1,18:20:00 12/24/20 MST
72.5,20.4,0,0,0,1,1,18:30:00 12/24/20 MST
71.6,23.3,0,0,0,1,1,18:40:00 12/24/20 MST
72.5,19.7,0,0,0,1,1,18:50:00 12/24/20 MST
72.32,20.4,0,0,0,1,1,19:00:00 12/24/20 MST
71.6,23.2,0,0,0,1,1,19:10:00 12/24/20 MST
72.68,19.5,0,0,0,1,1,19:20:00 12/24/20 MST
71.78,20.3,0,0,0,1,1,19:30:00 12/24/20 MST
71.6,23.2,0,0,0,1,1,19:40:00 12/24/20 MST
73.04,19.4,0,0,0,1,1,19:50:00 12/24/20 MST
71.24,20.4,1,1,0,1,1,20:00:00 12/24/20 MST
76.82,20.8,1,1,0,0,0,20:10:00 12/24/20 MST
75.2,25.8,1,1,0,0,0,20:20:00 12/24/20 MST
74.84,19.1,1,1,0,1,1,20:30:00 12/24/20 MST
76.46,18.4,1,1,0,0,0,20:40:00 12/24/20 MST
76.82,24.7,1,1,0,0,0,20:50:00 12/24/20 MST
ERR,ERR,1,1,0,0,0,21:00:00 12/24/20 MST
75.92,28.7,1,1,0,0,0,21:10:00 12/24/20 MST
75.56,29.6,1,1,0,0,0,21:20:00 12/24/20 MST
75.2,29.0,1,1,0,0,0,21:30:00 12/24/20 MST
75.2,29.6,1,1,0,0,0,21:40:00 12/24/20 MST
75.02,30.1,1,1,0,0,0,21:50:00 12/24/20 MST
76.28,19.9,1,1,0,0,0,22:00:00 12/24/20 MST
76.28,26.4,1,1,0,0,0,22:10:00 12/24/20 MST
75.56,28.1,1,1,0,0,0,22:20:00 12/24/20 MST
75.02,28.8,1,1,0,0,0,22:30:00 12/24/20 MST
75.56,19.5,1,1,0,0,0,22:40:00 12/24/20 MST
75.92,26.5,1,1,0,0,0,22:50:00 12/24/20 MST
75.2,28.1,1,1,0,0,0,23:00:00 12/24/20 MST
74.84,28.8,1,1,0,1,1,23:10:00 12/24/20 MST
76.1,24.1,1,1,0,0,0,23:20:00 12/24/20 MST
75.56,26.8,1,1,0,0,0,23:30:00 12/24/20 MST
75.02,28.5,1,1,0,0,0,23:40:00 12/24/20 MST
75.02,29.3,1,1,0,0,0,23:50:00 12/24/20 MST
72.86,20.2,1,1,0,1,1,00:00:00 12/25/20 MST
78.98,17.9,1,1,0,0,0,00:10:00 12/25/20 MST
77.72,23.9,1,1,0,0,0,00:20:00 12/25/20 MST
71.24,24.8,1,1,0,1,1,00:30:00 12/25/20 MST
74.12,19.5,1,1,0,1,1,00:40:00 12/25/20 MST
78.08,22.3,1,1,0,0,0,00:50:00 12/25/20 MST
ERR,ERR,1,1,0,0,0,01:00:00 12/25/20 MST
75.74,28.8,1,1,0,0,0,01:10:00 12/25/20 MST
75.38,29.7,1,1,0,0,0,01:20:00 12/25/20 MST
74.84,30.3,1,1,0,1,1,01:30:00 12/25/20 MST
75.2,19.0,1,1,0,0,0,01:40:00 12/25/20 MST
75.74,26.1,1,1,0,0,0,01:50:00 12/25/20 MST
75.2,29.0,1,1,0,0,0,02:00:01 12/25/20 MST
75.02,29.6,1,1,0,0,0,02:10:00 12/25/20 MST
73.04,20.9,1,1,0,1,1,02:20:00 12/25/20 MST
76.82,23.5,1,1,0,0,0,02:30:00 12/25/20 MST
75.92,27.4,1,1,0,0,0,02:40:00 12/25/20 MST
75.56,28.9,1,1,0,0,0,02:50:00 12/25/20 MST
75.02,29.6,1,1,0,0,0,03:00:00 12/25/20 MST
76.64,19.9,1,1,0,0,0,03:10:00 12/25/20 MST
76.64,26.5,1,1,0,0,0,03:20:00 12/25/20 MST
75.56,28.4,1,1,0,0,0,03:30:00 12/25/20 MST
74.84,31.1,1,1,0,1,1,03:40:00 12/25/20 MST
76.82,24.1,1,1,0,0,0,03:50:00 12/25/20 MST
75.74,28.3,1,1,0,0,0,04:00:00 12/25/20 MST
75.02,29.4,1,1,0,0,0,04:10:00 12/25/20 MST
75.74,20.1,1,1,0,0,0,04:20:00 12/25/20 MST
75.92,26.4,1,1,0,0,0,04:30:00 12/25/20 MST
75.02,29.2,1,1,0,0,0,04:40:00 12/25/20 MST
75.02,20.2,1,1,0,0,0,04:50:00 12/25/20 MST
75.74,27.7,1,1,0,0,0,05:00:00 12/25/20 MST
75.38,28.8,1,1,0,0,0,05:10:00 12/25/20 MST
75.02,29.7,1,1,0,0,0,05:20:00 12/25/20 MST
72.86,20.6,1,1,0,1,1,05:30:00 12/25/20 MST
76.82,23.3,1,1,0,0,0,05:40:00 12/25/20 MST
75.56,27.0,1,1,0,0,0,05:50:01 12/25/20 MST
74.84,29.3,1,1,0,1,1,06:00:00 12/25/20 MST
77.18,18.5,1,1,0,0,0,06:10:00 12/25/20 MST
76.64,25.1,1,1,0,0,0,06:20:00 12/25/20 MST
75.56,28.2,1,1,0,0,0,06:30:00 12/25/20 MST
74.84,29.7,1,1,0,1,1,06:40:00 12/25/20 MST
76.64,23.4,1,1,0,0,0,06:50:00 12/25/20 MST
75.2,28.0,1,1,0,0,0,07:00:00 12/25/20 MST
74.66,29.1,1,1,0,1,1,07:10:00 12/25/20 MST
78.08,18.2,1,1,0,0,0,07:20:00 12/25/20 MST
77.36,24.6,1,1,0,0,0,07:30:00 12/25/20 MST
76.1,27.3,1,1,0,0,0,07:40:00 12/25/20 MST
75.38,29.2,1,1,0,0,0,07:50:00 12/25/20 MST
74.84,29.4,1,1,0,1,1,08:00:00 12/25/20 MST
ERR,ERR,1,1,0,1,1,08:10:00 12/25/20 MST
78.44,21.3,1,1,0,0,0,08:20:00 12/25/20 MST
76.64,26.7,1,1,0,0,0,08:30:00 12/25/20 MST
75.2,27.2,1,1,0,0,0,08:40:00 12/25/20 MST
75.92,18.9,1,1,0,0,0,08:50:00 12/25/20 MST
75.92,25.7,1,1,0,0,0,09:00:00 12/25/20 MST
75.02,28.7,1,1,0,0,0,09:10:00 12/25/20 MST
76.1,18.9,1,1,0,0,0,09:20:00 12/25/20 MST
73.76,15.4,1,1,0,1,1,09:30:00 12/25/20 MST
73.94,18.1,1,1,0,1,1,09:40:00 12/25/20 MST
78.44,20.0,1,1,0,0,0,09:50:00 12/25/20 MST
77.0,22.3,1,1,0,0,0,10:00:00 12/25/20 MST
76.1,24.5,1,1,0,0,0,10:10:00 12/25/20 MST
75.38,26.6,1,1,0,0,0,10:20:00 12/25/20 MST
74.84,27.2,1,1,0,1,1,10:30:00 12/25/20 MST
75.2,20.0,1,1,0,0,0,10:40:00 12/25/20 MST
75.02,23.3,1,1,0,0,0,10:50:00 12/25/20 MST
75.92,17.6,1,1,0,0,0,11:00:00 12/25/20 MST
75.74,22.6,1,1,0,0,0,11:10:00 12/25/20 MST
ERR,ERR,1,1,0,0,0,11:20:00 12/25/20 MST
75.02,26.9,1,1,0,0,0,11:30:00 12/25/20 MST
75.2,27.5,1,1,0,0,0,11:40:00 12/25/20 MST
75.2,28.7,1,1,0,0,0,11:50:00 12/25/20 MST
ERR,ERR,1,1,0,0,0,12:00:00 12/25/20 MST
75.2,28.0,1,1,0,0,0,12:10:00 12/25/20 MST
75.38,28.8,1,1,0,0,0,12:20:00 12/25/20 MST
74.84,29.4,1,1,0,1,1,12:30:00 12/25/20 MST
76.82,20.8,1,1,0,0,0,12:40:00 12/25/20 MST
76.64,25.5,1,1,0,0,0,12:50:00 12/25/20 MST
76.28,26.4,1,1,0,0,0,13:00:00 12/25/20 MST
75.92,27.3,1,1,0,0,0,13:10:00 12/25/20 MST
76.1,27.8,1,1,0,0,0,13:20:00 12/25/20 MST
76.28,28.7,1,1,0,0,0,13:30:00 12/25/20 MST
76.1,29.1,1,1,0,0,0,13:40:00 12/25/20 MST
76.28,28.5,1,1,0,0,0,13:50:00 12/25/20 MST
76.46,29.2,0,0,0,0,0,14:00:00 12/25/20 MST
70.16,35.0,0,0,0,1,1,14:10:00 12/25/20 MST
73.22,20.9,0,0,0,1,1,14:20:00 12/25/20 MST
73.04,20.0,0,0,0,1,1,14:30:00 12/25/20 MST
ERR,ERR,0,0,0,1,1,14:40:00 12/25/20 MST
75.02,19.7,0,0,0,0,0,14:50:00 12/25/20 MST
71.42,21.4,0,0,0,1,1,15:00:00 12/25/20 MST
72.14,19.2,0,0,0,1,1,15:10:00 12/25/20 MST
73.22,21.0,0,0,0,1,1,15:20:00 12/25/20 MST
73.58,18.9,0,0,0,1,1,15:30:00 12/25/20 MST
72.32,20.1,0,0,0,1,1,15:40:00 12/25/20 MST
76.28,19.0,0,0,0,0,0,15:50:00 12/25/20 MST
73.4,20.1,0,0,0,1,1,16:00:00 12/25/20 MST
ERR,ERR,0,0,0,1,1,16:10:00 12/25/20 MST
75.74,19.4,0,0,0,0,0,16:20:00 12/25/20 MST
73.4,20.8,0,0,0,1,1,16:30:00 12/25/20 MST
72.68,20.8,0,0,0,1,1,16:40:00 12/25/20 MST
ERR,ERR,0,0,0,1,1,16:50:00 12/25/20 MST
73.22,22.9,0,0,0,1,1,17:00:00 12/25/20 MST
ERR,ERR,0,0,0,1,1,17:10:00 12/25/20 MST
76.1,19.7,0,0,0,0,0,17:20:00 12/25/20 MST
73.4,20.6,0,0,0,1,1,17:30:00 12/25/20 MST
ERR,ERR,0,0,0,1,1,17:40:00 12/25/20 MST
76.1,19.5,0,0,0,0,0,17:50:00 12/25/20 MST
73.4,20.6,0,0,0,1,1,18:00:00 12/25/20 MST
72.68,20.5,0,0,0,1,1,18:10:00 12/25/20 MST
77.0,19.3,0,0,0,0,0,18:20:00 12/25/20 MST
71.24,25.8,0,0,0,1,1,18:30:00 12/25/20 MST
72.5,20.1,0,0,0,1,1,18:40:00 12/25/20 MST
73.94,20.4,0,0,0,1,1,18:50:00 12/25/20 MST
73.94,21.9,0,0,0,1,1,19:00:00 12/25/20 MST
73.4,19.2,0,0,0,1,1,19:10:00 12/25/20 MST
72.86,19.9,0,0,0,1,1,19:20:00 12/25/20 MST
74.12,21.5,0,0,0,1,1,19:30:00 12/25/20 MST
74.84,18.4,0,0,0,1,1,19:40:00 12/25/20 MST
72.5,19.1,0,0,0,1,1,19:50:00 12/25/20 MST
75.56,18.9,1,1,0,0,0,20:00:00 12/25/20 MST
77.36,22.2,1,1,0,0,0,20:10:00 12/25/20 MST
76.64,25.7,1,1,0,0,0,20:20:00 12/25/20 MST
76.64,25.9,1,1,0,0,0,20:30:00 12/25/20 MST
76.46,26.3,1,1,0,0,0,20:40:00 12/25/20 MST
77.18,26.4,1,1,0,0,0,20:50:00 12/25/20 MST
77.18,27.3,1,1,0,0,0,21:00:00 12/25/20 MST
77.18,27.0,1,1,0,0,0,21:10:00 12/25/20 MST
77.18,27.7,1,1,0,0,0,21:20:00 12/25/20 MST
77.18,27.8,1,1,0,0,0,21:30:00 12/25/20 MST
77.18,28.7,1,1,0,0,0,21:40:00 12/25/20 MST
77.0,28.1,1,1,0,0,0,21:50:00 12/25/20 MST
77.18,28.4,1,1,0,0,0,22:00:00 12/25/20 MST
77.18,28.1,1,1,0,0,0,22:10:00 12/25/20 MST
76.82,27.9,1,1,0,0,0,22:20:00 12/25/20 MST
76.64,28.1,1,1,0,0,0,22:30:00 12/25/20 MST
76.82,29.2,1,1,0,0,0,22:40:00 12/25/20 MST
76.1,28.8,1,1,0,0,0,22:50:00 12/25/20 MST
76.82,28.8,1,1,0,0,0,23:00:00 12/25/20 MST
77.0,29.2,1,1,0,0,0,23:10:00 12/25/20 MST
76.82,29.7,1,1,0,0,0,23:20:00 12/25/20 MST
76.46,27.5,1,1,0,0,0,23:30:00 12/25/20 MST
76.64,28.2,1,1,0,0,0,23:40:00 12/25/20 MST
76.64,29.1,1,1,0,0,0,23:50:00 12/25/20 MST
ERR,ERR,1,1,0,0,0,00:00:00 12/26/20 MST
76.46,28.4,1,1,0,0,0,00:10:00 12/26/20 MST
76.46,29.1,1,1,0,0,0,00:20:00 12/26/20 MST
76.28,29.4,1,1,0,0,0,00:30:00 12/26/20 MST
76.1,28.5,1,1,0,0,0,00:40:00 12/26/20 MST
65.3,22.8,1,1,0,1,1,00:50:00 12/26/20 MST
66.38,20.2,1,1,0,1,1,01:00:00 12/26/20 MST
73.04,18.9,1,1,0,1,1,01:10:00 12/26/20 MST
77.18,19.8,1,1,0,0,0,01:20:00 12/26/20 MST
75.92,23.9,1,1,0,0,0,01:30:00 12/26/20 MST
76.1,24.9,1,1,0,0,0,01:40:00 12/26/20 MST
75.56,27.2,1,1,0,0,0,01:50:00 12/26/20 MST
75.2,28.5,1,1,0,0,0,02:00:00 12/26/20 MST
75.2,28.1,1,1,0,0,0,02:10:00 12/26/20 MST
75.02,28.4,1,1,0,0,0,02:20:00 12/26/20 MST
75.02,28.3,1,1,0,0,0,02:30:00 12/26/20 MST
71.42,20.1,1,1,0,1,1,02:40:00 12/26/20 MST
76.46,17.4,1,1,0,0,0,02:50:00 12/26/20 MST
75.74,21.6,1,1,0,0,0,03:00:00 12/26/20 MST
75.38,25.9,1,1,0,0,0,03:10:00 12/26/20 MST
75.02,26.7,1,1,0,0,0,03:20:00 12/26/20 MST
74.48,18.8,1,1,0,1,1,03:30:00 12/26/20 MST
74.48,17.6,1,1,0,1,1,03:40:00 12/26/20 MST
75.92,17.4,1,1,0,0,0,03:50:00 12/26/20 MST
75.92,22.0,1,1,0,0,0,04:00:00 12/26/20 MST
75.56,24.0,1,1,0,0,0,04:10:00 12/26/20 MST
75.38,26.1,1,1,0,0,0,04:20:00 12/26/20 MST
75.02,28.0,1,1,0,0,0,04:30:00 12/26/20 MST
74.66,18.7,1,1,0,1,1,04:40:00 12/26/20 MST
75.38,21.9,1,1,0,0,0,04:50:00 12/26/20 MST
75.02,23.8,1,1,0,0,0,05:00:00 12/26/20 MST
74.84,18.3,1,1,0,1,1,05:10:00 12/26/20 MST
75.74,21.8,1,1,0,0,0,05:20:00 12/26/20 MST
75.2,24.3,1,1,0,0,0,05:30:00 12/26/20 MST
74.84,25.5,1,1,0,1,1,05:40:00 12/26/20 MST
74.66,17.5,1,1,0,1,1,05:50:00 12/26/20 MST
73.76,17.5,1,1,0,1,1,06:00:00 12/26/20 MST
76.82,21.5,1,1,0,0,0,06:10:00 12/26/20 MST
75.74,22.0,1,1,0,0,0,06:20:00 12/26/20 MST
75.56,24.9,1,1,0,0,0,06:30:00 12/26/20 MST
75.2,25.9,1,1,0,0,0,06:40:00 12/26/20 MST
74.84,26.3,1,1,0,1,1,06:50:00 12/26/20 MST
75.02,17.1,1,1,0,0,0,07:00:00 12/26/20 MST
75.02,23.2,1,1,0,0,0,07:10:00 12/26/20 MST
73.04,18.3,1,1,0,1,1,07:20:00 12/26/20 MST
76.28,20.0,1,1,0,0,0,07:30:00 12/26/20 MST
75.38,23.8,1,1,0,0,0,07:40:00 12/26/20 MST
75.2,25.6,1,1,0,0,0,07:50:00 12/26/20 MST
74.84,26.8,1,1,0,1,1,08:00:00 12/26/20 MST
77.36,16.8,1,1,0,0,0,08:10:00 12/26/20 MST
76.28,21.3,1,1,0,0,0,08:20:00 12/26/20 MST
75.74,24.3,1,1,0,0,0,08:30:00 12/26/20 MST
75.2,25.8,1,1,0,0,0,08:40:00 12/26/20 MST
74.84,26.6,1,1,0,1,1,08:50:00 12/26/20 MST
77.36,16.6,1,1,0,0,0,09:00:00 12/26/20 MST
76.1,21.4,1,1,0,0,0,09:10:00 12/26/20 MST
75.74,24.3,1,1,0,0,0,09:20:00 12/26/20 MST
75.2,26.0,1,1,0,0,0,09:30:00 12/26/20 MST
74.84,26.1,1,1,0,1,1,09:40:00 12/26/20 MST
75.74,20.4,1,1,0,0,0,09:50:00 12/26/20 MST
75.38,23.5,1,1,0,0,0,10:00:00 12/26/20 MST
75.2,25.8,1,1,0,0,0,10:10:00 12/26/20 MST
74.84,26.3,1,1,0,1,1,10:20:00 12/26/20 MST
75.92,17.3,1,1,0,0,0,10:30:00 12/26/20 MST
75.56,21.9,1,1,0,0,0,10:40:00 12/26/20 MST
75.38,24.7,1,1,0,0,0,10:50:00 12/26/20 MST
75.2,25.9,1,1,0,0,0,11:00:00 12/26/20 MST
74.66,18.3,1,1,0,1,1,11:10:00 12/26/20 MST
76.64,21.2,1,1,0,0,0,11:20:00 12/26/20 MST
75.92,22.8,1,1,0,0,0,11:30:00 12/26/20 MST
75.74,25.4,1,1,0,0,0,11:40:00 12/26/20 MST
75.38,26.5,1,1,0,0,0,11:50:00 12/26/20 MST
73.4,20.6,1,1,0,1,1,12:00:00 12/26/20 MST
73.76,17.9,1,1,0,1,1,12:10:00 12/26/20 MST
75.56,17.6,1,1,0,0,0,12:20:00 12/26/20 MST
76.28,19.8,1,1,0,0,0,12:30:00 12/26/20 MST
76.46,24.3,1,1,0,0,0,12:40:00 12/26/20 MST
ERR,ERR,1,1,0,0,0,12:50:00 12/26/20 MST
76.28,26.3,1,1,0,0,0,13:00:00 12/26/20 MST
76.1,27.1,1,1,0,0,0,13:10:00 12/26/20 MST
76.1,27.6,1,1,0,0,0,13:20:00 12/26/20 MST
76.28,28.1,1,1,0,0,0,13:30:00 12/26/20 MST
76.28,27.3,1,1,0,0,0,13:40:00 12/26/20 MST
71.96,20.6,1,1,0,1,1,13:50:00 12/26/20 MST
77.0,18.0,0,0,0,0,0,14:00:00 12/26/20 MST
73.22,19.5,0,0,0,1,1,14:10:00 12/26/20 MST
70.88,20.3,0,0,0,1,1,14:20:00 12/26/20 MST
74.48,19.6,0,0,0,1,1,14:30:00 12/26/20 MST
74.12,18.0,0,0,0,1,1,14:40:00 12/26/20 MST
71.96,19.3,0,0,0,1,1,14:50:00 12/26/20 MST
72.32,20.4,0,0,0,1,1,15:00:00 12/26/20 MST
75.38,18.9,0,0,0,0,0,15:10:00 12/26/20 MST
72.86,20.1,0,0,0,1,1,15:20:00 12/26/20 MST
71.42,20.5,0,0,0,1,1,15:30:00 12/26/20 MST
73.4,20.8,0,0,0,1,1,15:40:00 12/26/20 MST
72.14,22.9,0,0,0,1,1,15:50:00 12/26/20 MST
72.14,20.6,0,0,0,1,1,16:00:00 12/26/20 MST
70.7,21.6,0,0,0,1,1,16:10:00 12/26/20 MST
75.2,19.9,0,0,0,0,0,16:20:00 12/26/20 MST
73.04,20.8,0,0,0,1,1,16:30:00 12/26/20 MST
71.78,20.7,0,0,0,1,1,16:40:00 12/26/20 MST
72.68,21.3,0,0,0,1,1,16:50:00 12/26/20 MST
72.68,23.1,0,0,0,1,1,17:00:00 12/26/20 MST
73.22,20.2,0,0,0,1,1,17:10:00 12/26/20 MST
71.24,21.1,0,0,0,1,1,17:20:00 12/26/20 MST
73.04,19.9,0,0,0,1,1,17:30:00 12/26/20 MST
72.32,20.0,0,0,0,1,1,17:40:00 12/26/20 MST
70.7,21.0,0,0,0,1,1,17:50:00 12/26/20 MST
74.3,19.7,0,0,0,1,1,18:00:00 12/26/20 MST
73.04,19.7,0,0,0,1,1,18:10:00 12/26/20 MST
70.52,20.1,0,0,0,1,1,18:20:00 12/26/20 MST
71.96,20.1,0,0,0,1,1,18:30:00 12/26/20 MST
70.34,20.9,0,0,0,1,1,18:40:00 12/26/20 MST
73.58,19.8,0,0,0,1,1,18:50:00 12/26/20 MST
72.32,19.9,0,0,0,1,1,19:00:00 12/26/20 MST
70.34,21.0,0,0,0,1,1,19:10:00 12/26/20 MST
74.12,19.6,0,0,0,1,1,19:20:00 12/26/20 MST
73.04,19.3,0,0,0,1,1,19:30:00 12/26/20 MST
70.52,20.3,0,0,0,1,1,19:40:00 12/26/20 MST
73.4,19.9,0,0,0,1,1,19:50:00 12/26/20 MST
73.04,19.3,1,1,0,1,1,20:00:00 12/26/20 MST
74.12,18.6,1,1,0,1,1,20:10:00 12/26/20 MST
77.9,17.8,1,1,0,0,0,20:20:00 12/26/20 MST
77.36,22.4,1,1,0,0,0,20:30:00 12/26/20 MST
76.82,24.4,1,1,0,0,0,20:40:00 12/26/20 MST
76.64,25.3,1,1,0,0,0,20:50:00 12/26/20 MST
76.46,26.6,1,1,0,0,0,21:00:00 12/26/20 MST
76.46,27.2,1,1,0,0,0,21:10:00 12/26/20 MST
76.64,27.4,1,1,0,0,0,21:20:00 12/26/20 MST
76.46,27.6,1,1,0,0,0,21:30:00 12/26/20 MST
76.1,27.7,1,1,0,0,0,21:40:00 12/26/20 MST
76.28,27.4,1,1,0,0,0,21:50:00 12/26/20 MST
76.64,27.2,1,1,0,0,0,22:00:00 12/26/20 MST
76.64,27.6,1,1,0,0,0,22:10:00 12/26/20 MST
76.46,28.4,1,1,0,0,0,22:20:00 12/26/20 MST
76.1,28.5,1,1,0,0,0,22:30:00 12/26/20 MST
75.92,27.8,1,1,0,0,0,22:40:00 12/26/20 MST
76.28,28.2,1,1,0,0,0,22:50:00 12/26/20 MST
76.28,28.5,1,1,0,0,0,23:00:00 12/26/20 MST
76.1,28.4,1,1,0,0,0,23:10:00 12/26/20 MST
75.74,29.3,1,1,0,0,0,23:20:00 12/26/20 MST
75.92,28.3,1,1,0,0,0,23:30:00 12/26/20 MST
76.1,28.6,1,1,0,0,0,23:40:00 12/26/20 MST
75.92,28.9,1,1,0,0,0,23:50:00 12/26/20 MST
75.56,29.3,1,1,0,0,0,00:00:00 12/27/20 MST
75.56,29.2,1,1,0,0,0,00:10:00 12/27/20 MST
75.92,28.4,1,1,0,0,0,00:20:00 12/27/20 MST
75.92,29.1,1,1,0,0,0,00:30:00 12/27/20 MST
75.56,28.6,1,1,0,0,0,00:40:00 12/27/20 MST
75.38,28.3,1,1,0,0,0,00:50:00 12/27/20 MST
75.56,29.3,1,1,0,0,0,01:00:00 12/27/20 MST
75.74,28.8,1,1,0,0,0,01:10:00 12/27/20 MST
75.56,28.5,1,1,0,0,0,01:20:00 12/27/20 MST
75.2,29.8,1,1,0,0,0,01:30:00 12/27/20 MST
75.2,29.0,1,1,0,0,0,01:40:00 12/27/20 MST
75.38,29.1,1,1,0,0,0,01:50:00 12/27/20 MST
75.2,29.0,1,1,0,0,0,02:00:00 12/27/20 MST
75.02,28.0,1,1,0,0,0,02:10:00 12/27/20 MST
74.48,20.0,1,1,0,1,1,02:20:00 12/27/20 MST
75.56,21.8,1,1,0,0,0,02:30:00 12/27/20 MST
75.56,24.9,1,1,0,0,0,02:40:00 12/27/20 MST
75.38,26.0,1,1,0,0,0,02:50:00 12/27/20 MST
75.38,27.9,1,1,0,0,0,03:00:00 12/27/20 MST
75.56,28.0,1,1,0,0,0,03:10:00 12/27/20 MST
75.2,28.5,1,1,0,0,0,03:20:00 12/27/20 MST
74.84,28.1,1,1,0,1,1,03:30:00 12/27/20 MST
75.74,18.1,1,1,0,0,0,03:40:00 12/27/20 MST
75.56,22.5,1,1,0,0,0,03:50:00 12/27/20 MST
75.38,26.1,1,1,0,0,0,04:00:00 12/27/20 MST
75.02,25.8,1,1,0,0,0,04:10:00 12/27/20 MST
75.02,27.3,1,1,0,0,0,04:20:00 12/27/20 MST
75.02,28.1,1,1,0,0,0,04:30:01 12/27/20 MST
71.96,20.3,1,1,0,1,1,04:40:00 12/27/20 MST
75.56,18.7,1,1,0,0,0,04:50:00 12/27/20 MST
75.92,21.5,1,1,0,0,0,05:00:00 12/27/20 MST
75.56,24.8,1,1,0,0,0,05:10:00 12/27/20 MST
75.38,25.7,1,1,0,0,0,05:20:00 12/27/20 MST
74.84,27.6,1,1,0,1,1,05:30:00 12/27/20 MST
76.1,18.3,1,1,0,0,0,05:40:00 12/27/20 MST
75.92,22.6,1,1,0,0,0,05:50:00 12/27/20 MST
75.56,24.9,1,1,0,0,0,06:00:00 12/27/20 MST
75.38,26.6,1,1,0,0,0,06:10:00 12/27/20 MST
74.84,26.8,1,1,0,1,1,06:20:00 12/27/20 MST
76.1,18.1,1,1,0,0,0,06:30:00 12/27/20 MST
75.56,22.4,1,1,0,0,0,06:40:00 12/27/20 MST
75.2,24.7,1,1,0,0,0,06:50:00 12/27/20 MST
74.84,26.3,1,1,0,1,1,07:00:00 12/27/20 MST
73.04,18.6,1,1,0,1,1,07:10:00 12/27/20 MST
76.82,20.9,1,1,0,0,0,07:20:00 12/27/20 MST
75.56,21.8,1,1,0,0,0,07:30:00 12/27/20 MST
75.02,24.8,1,1,0,0,0,07:40:00 12/27/20 MST
72.32,19.2,1,1,0,1,1,07:50:00 12/27/20 MST
76.46,17.3,1,1,0,0,0,08:00:00 12/27/20 MST
75.74,22.3,1,1,0,0,0,08:10:00 12/27/20 MST
75.2,24.1,1,1,0,0,0,08:20:00 12/27/20 MST
74.66,25.7,1,1,0,1,1,08:30:00 12/27/20 MST
72.86,18.2,1,1,0,1,1,08:40:00 12/27/20 MST
76.1,20.2,1,1,0,0,0,08:50:00 12/27/20 MST
74.66,21.2,1,1,0,1,1,09:00:00 12/27/20 MST
73.22,17.4,1,1,0,1,1,09:10:00 12/27/20 MST
75.74,17.2,1,1,0,0,0,09:20:00 12/27/20 MST
75.56,21.1,1,1,0,0,0,09:30:00 12/27/20 MST
74.84,22.6,1,1,0,1,1,09:40:00 12/27/20 MST
73.76,17.3,1,1,0,1,1,09:50:00 12/27/20 MST
73.94,17.8,1,1,0,1,1,10:00:00 12/27/20 MST
78.62,18.7,1,1,0,0,0,10:10:00 12/27/20 MST
76.46,24.7,1,1,0,0,0,10:20:00 12/27/20 MST
75.56,25.8,1,1,0,0,0,10:30:00 12/27/20 MST
74.66,25.9,1,1,0,1,1,10:40:00 12/27/20 MST
72.14,18.2,1,1,0,1,1,10:50:00 12/27/20 MST
77.0,19.9,1,1,0,0,0,11:00:00 12/27/20 MST
75.74,23.6,1,1,0,0,0,11:10:00 12/27/20 MST
74.84,25.2,1,1,0,1,1,11:20:00 12/27/20 MST
69.98,17.4,1,1,0,1,1,11:30:00 12/27/20 MST
63.68,23.1,1,1,0,1,1,11:40:00 12/27/20 MST
73.76,21.2,1,1,0,1,1,11:50:00 12/27/20 MST
75.92,21.7,1,1,0,0,0,12:00:00 12/27/20 MST
75.2,26.7,1,1,0,0,0,12:10:00 12/27/20 MST
73.94,20.9,1,1,0,1,1,12:20:00 12/27/20 MST
76.82,21.2,1,1,0,0,0,12:30:00 12/27/20 MST
